object,otype,majaxis_arcmin,minaxis_arcmin
NEK 237.7+00.2,Rad,,
NEK 241.5+00.3,Rad,,
NEK 246.1-00.7,Rad,,
NEK 250.9-00.5,Rad,,
NEK 27.9-01.2,Rad,,
NEK 28.8+01.9,Rad,,
NEK 29.3+01.9,Rad,,
NEK 29.6+00.9,Rad,,
NEK 31.1-00.9,Rad,,
NEK 33.0-01.8,Rad,,
NEK 34.4+02.1,Rad,,
NEK 41.6+01.2,Rad,,
NEK 43.4-02.2,Rad,,
NEK 45.2+00.6,Rad,,
NEK 46.2+01.5,Rad,,
NEK 46.3-02.1,Rad,,
NEK 47.5-00.7,Rad,,
NEK 50.0+02.1,Rad,,
NEK 51.1+00.0,Rad,,
NEK 51.4+00.2,Rad,,
NEK 51.4+01.3,Rad,,
NEK 53.1+00.4,Rad,,
NEK 53.3-00.5,Rad,,
NEK 56.7+00.7,Rad,,
NEK 58.4+00.7,Rad,,
NEK 58.8-00.4,Rad,,
NEK 86.6+00.6,Rad,,
NEK 88.2-02.5,Rad,,
NEK 90.3-02.1,Rad,,
NEK 90.5-00.8,Rad,,
NEK 91.3+01.5,Rad,,
NEK 92.2+00.7,Rad,,
NEK 93.3-00.2,Rad,,
NEK 94.4-02.5,Rad,,
NEK 96.3+02.0,Rad,,
NEK 97.1+00.5,Rad,,
NEK 98.2-00.1,Rad,,
NGC    10,EmG,2.78096,1.53815
NGC    23,AGN,2.15785,1.30572
NGC    24,EmG,5.75,1.58
NGC    27,GiG,0.83,0.349
NGC    29,GiG,1.58299,0.775189
NGC    39,GiG,1.28999,0.939368
NGC    40,PN,0.1,0.7667017
NGC    43,GiG,1.39098,1.31294
NGC    45,Sy2,7.24,4.79
NGC    53,Sy2,1.82995,1.21088
NGC    55,rG,32.36,3.98
NGC    60,Sy2,0.75842,0.708213
NGC    67,GiG,0.207,0.186
NGC    70,Sy2,0.997,0.738
NGC    84,GiG,1.00262,0.35202
NGC    88,GiG,0.826437,0.515283
NGC    92,GiC,1.59259,0.845665
NGC   104,GlC,43.8,43.8
NGC   104    68,*,,
NGC   121,GlC,3.8,3.1
NGC   128,GiG,3.49622,1.32297
NGC   129    16,Em*,,
NGC   129    27,*,,
NGC   129    52,*,,
NGC   129    85,*,,
NGC   129    91,*,,
NGC   129   107,*,,
NGC   129   114,*,,
NGC   129   117,*,,
NGC   129   119,*,,
NGC   129   130,*,,
NGC   129   142,*,,
NGC   129   149,*,,
NGC   129   151,*,,
NGC   129   157,*,,
NGC   147,GiG,12.59,7.08
NGC   150,Sy1,3.25418,1.73936
NGC   157,Sy2,4.12369,2.934
NGC   160,AG?,2.07521,1.19096
NGC   174,Sy2,2.06387,1.03937
NGC   185,Sy2,11.48,9.55
NGC   192,GiC,3.08184,1.25092
NGC   206,As*,,
NGC   210,GiP,3.96515,2.63008
NGC   235,Sy1,0.9,0.45
NGC   238,Sy2,1.73442,1.43228
NGC   247,LSB,17.0189,5.97876
NGC   249,HII,1.1,0.7
NGC   253,SyG,28.84,5.89
NGC   257,GiG,1.76025,1.15156
NGC   261,HII,1.3,1.1
NGC   262,Bla,1.19866,1.13933
NGC   267,HII,2.4,1.7
NGC   275,GiP,2.22508,1.28365
NGC   278,H2G,1.57,1.539
NGC   281,HII,,
NGC   288,GlC,19.2,19.2
NGC   288    18,HB*,,
NGC   288    53,Pe*,,
NGC   300,GiG,20.89,13.49
NGC   309,EmG,2.06768,1.84602
NGC   312,GiG,1.94328,1.50157
NGC   315,LIN,3.32626,2.42118
NGC   346,Cl*,,
NGC   348,EmG,0.904343,0.580769
NGC   357,EmG,2.24701,1.80233
NGC   362,GlC,12.9,12.9
NGC   362  1007,RG*,,
NGC   362  1044,RG*,,
NGC   376,Cl*,1.8,1.8
NGC   379,GiG,1.72588,0.909713
NGC   381,OpC,11.2,11.2
NGC   382,GiP,0.2,0.2
NGC   383,AGN,2.43897,1.978
NGC   384,GiG,0.6,0.444
NGC   388,GiG,0.556437,0.344379
NGC   404,LIN,6.0,6.0
NGC   411,Cl*,2.1,1.9
NGC   414,GiG,0.637,0.522
NGC   419,OpC,2.8,2.8
NGC   428,AGN,2.78064,2.07686
NGC   449,Sy2,1.12856,0.55909
NGC   450,H2G,2.25751,1.6613
NGC   455,AG?,2.22357,1.11935
NGC   456,HII,3.3,2.7
NGC   457    23,*,,
NGC   457    41,*,,
NGC   457    43,*,,
NGC   457    50,*,,
NGC   457    84,*,,
NGC   457    96,*,,
NGC   457   105,*,,
NGC   457   107,*,,
NGC   457   116,*,,
NGC   457   119,*,,
NGC   460,Cl*,,
NGC   465,OpC,5.0,4.0
NGC   467,GiG,2.13312,1.8588
NGC   470,GiP,2.39469,1.33696
NGC   474,GiP,2.50372,2.22405
NGC   488,GiG,4.9168,3.9241
NGC   495,GiG,0.8,0.512
NGC   499,LIN,1.35,0.864
NGC   503,GiG,0.80355,0.655295
NGC   505,AG?,0.936867,0.627326
NGC   507,rG,3.01884,2.75711
NGC   520,AGN,5.09596,1.94309
NGC   524,GiP,3.40024,3.21731
NGC   533,rG,3.14689,2.26576
NGC   534,Sy2,1.09584,1.05989
NGC   536,AGN,1.463,0.585
NGC   538,GiG,1.4274,0.704706
NGC   541,AGN,1.94424,1.62519
NGC   544,GiG,1.31527,1.00605
NGC   547,rG,2.78337,2.12733
NGC   584,Sy2,4.08885,2.74648
NGC   595,HII,,
NGC   604,HII,,
NGC   613,AGN,7.06149,4.17616
NGC   615,Sy2,3.2411,1.30033
NGC   630,GiG,1.72154,1.37792
NGC   654    10,*,,
NGC   654    33,*,,
NGC   654    42,*,,
NGC   654    51,*,,
NGC   654    80,*,,
NGC   654    84,*,,
NGC   660,Sy2,6.15686,2.71086
NGC   663,OpC,18.0,18.0
NGC   663    11,*,,
NGC   663    36,*,,
NGC   663    46,**,,
NGC   663    47,*,,
NGC   663    56,*,,
NGC   663    64,*,,
NGC   663   105,*,,
NGC   663   126,*,,
NGC   663   128,*,,
NGC   670,GiG,2.73615,1.02387
NGC   672,GiP,6.17,2.29
NGC   679,GiG,0.983,0.905
NGC   680,GiP,2.16375,1.71672
NGC   681,Sy2,2.93452,1.87047
NGC   685,Sy2,3.19216,2.81165
NGC   692,GiG,1.72521,1.46091
NGC   695,AGN,0.66543,0.58478
NGC   698,GiG,0.818867,0.725106
NGC   708,rG,1.847,1.108
NGC   720,Sy1,4.77895,2.61934
NGC   741,rG,2.90228,2.27481
NGC   742,GiP,1.28777,0.601133
NGC   751,GiP,2.5,1.7
NGC   752,OpC,58.2,58.2
NGC   752     8,*,,
NGC   752    26,*,,
NGC   752    36,*,,
NGC   752    65,*,,
NGC   752    73,SB*,,
NGC   752    87,SB*,,
NGC   752   101,SB*,,
NGC   752   109,*,,
NGC   752   123,*,,
NGC   752   128,*,,
NGC   752   145,*,,
NGC   752   149,*,,
NGC   752   175,*,,
NGC   752   192,*,,
NGC   752   229,*,,
NGC   752   230,RG*,,
NGC   752   253,*,,
NGC   752   266,SB*,,
NGC   752   286,*,,
NGC   752   289,**,,
NGC   752   293,*,,
NGC   752   314,*,,
NGC   761,GiG,1.57619,0.727253
NGC   770,GiP,0.587,0.399
NGC   772,GiP,4.98701,3.58317
NGC   779,EmG,5.01404,1.62856
NGC   782,Sy1,2.44782,1.76488
NGC   784,LSB,6.45539,1.40663
NGC   788,Sy2,1.89689,1.62146
NGC   801,AGN,1.28,0.461
NGC   803,AG?,3.65928,1.29831
NGC   824,Sy1,1.37196,1.07328
NGC   828,AGN,1.203,0.722
NGC   833,Sy2,1.77033,0.851883
NGC   835,Sy2,1.39045,0.989583
NGC   863,Sy2,1.28784,1.22873
NGC   869   650,*,,
NGC   869   685,*,,
NGC   869   715,s*b,,
NGC   869   716,*,,
NGC   869   773,*,,
NGC   869   778,*,,
NGC   869   800,*,,
NGC   869   833,*,,
NGC   869   871,*,,
NGC   869   892,*,,
NGC   869   896,*,,
NGC   869   930,*,,
NGC   869   960,*,,
NGC   869   982,*,,
NGC   869  1004,*,,
NGC   869  1031,*,,
NGC   869  1056,*,,
NGC   869  1072,*,,
NGC   869  1093,Pu*,,
NGC   869  4021,*,,
NGC   869  4052,*,,
NGC   877,LSB,1.483,1.068
NGC   884,OpC,15.0,15.0
NGC   884  2241,*,,
NGC   890,GiG,1.853,1.149
NGC   891,H2G,12.3,2.45
NGC   894,Sy2,3.0489,2.01654
NGC   897,Sy2,2.19695,1.53765
NGC   899,EmG,1.46133,1.11412
NGC   908,Sy1,9.19872,3.87726
NGC   917,GiG,2.60411,1.30778
NGC   925,H2G,10.47,5.75
NGC   931,Sy1,2.86848,0.728881
NGC   935,GiP,1.76223,1.2392
NGC   936,EmG,4.84834,3.74001
NGC   948,Sy2,0.517,0.3
NGC   955,EmG,3.34059,0.993827
NGC   972,G,2.227,1.024
NGC   974,GiG,1.19,0.904
NGC   985,Sy1,0.892423,0.755436
NGC   986,Sy1,3.70552,2.89771
NGC   992,AGN,1.12497,0.60647
NGC  1003,GiG,4.37,1.23
NGC  1023,AG?,,
NGC  1024,AG?,2.55122,1.39628
NGC  1035,EmG,4.03807,1.16054
NGC  1039   123,*,,
NGC  1039   126,*,,
NGC  1039   146,*,,
NGC  1039   147,*,,
NGC  1039   152,Pe*,,
NGC  1039   165,*,,
NGC  1039   185,*,,
NGC  1039   208,*,,
NGC  1039   222,*,,
NGC  1039   287,*,,
NGC  1039   299,*,,
NGC  1039   315,*,,
NGC  1039   316,*,,
NGC  1039   382,*,,
NGC  1039   387,*,,
NGC  1042,SyG,3.65639,3.19203
NGC  1044,rG,1.45399,1.09107
NGC  1052,Bla,3.42,2.57731
NGC  1055,EmG,7.07699,3.49674
NGC  1056,Sy2,0.947,0.776
NGC  1058,Sy2,1.483,1.365
NGC  1073,EmG,3.9591,3.01802
NGC  1079,Sy2,3.14699,1.92281
NGC  1084,EmG,3.40576,2.0942
NGC  1087,H2G,4.01078,2.53882
NGC  1097,LIN,10.6011,5.66205
NGC  1099,EmG,2.13606,0.840968
NGC  1100,Sy2,2.24795,1.06755
NGC  1124,G,0.937457,0.683312
NGC  1129,BiC,1.527,1.221
NGC  1156,GiG,1.617,0.873
NGC  1165,AG?,2.42873,0.778165
NGC  1167,LIN,1.547,1.206
NGC  1172,GiP,2.73025,1.88278
NGC  1179,LSB,2.14093,1.80267
NGC  1187,Sy1,4.02628,2.9424
NGC  1199,GiP,2.56447,2.13569
NGC  1201,EmG,3.49953,1.98738
NGC  1218,Sy1,1.7692,1.25825
NGC  1229,Sy2,0.8359,0.476045
NGC  1241,Sy2,2.73547,1.5956
NGC  1242,AG?,0.527,0.348
NGC  1249,Sy2,4.69519,1.87197
NGC  1261,GlC,6.9,6.9
NGC  1265,rG,1.8,1.6
NGC  1267,GiG,0.733,0.587
NGC  1269,EmG,10.47,8.13
NGC  1272,GiG,1.2,1.176
NGC  1273,GiG,0.69,0.58
NGC  1277,GiG,0.68,0.381
NGC  1278,GiG,0.917,0.825
NGC  1282,GiC,0.833,0.583
NGC  1283,AGN,0.637,0.471
NGC  1294,GiG,1.017,0.793
NGC  1300,Sy2,6.84619,3.82017
NGC  1302,GiG,4.04727,3.28558
NGC  1309,GiG,1.91309,1.7654
NGC  1310,Sy2,1.93945,1.54593
NGC  1313,AG?,9.33,7.24
NGC  1316,rG,9.73605,6.45111
NGC  1317,GiP,3.24,2.75
NGC  1325,EmG,5.58589,1.82435
NGC  1326,Sy1,3.87062,3.10347
NGC  1333,OpC,480.0,480.0
NGC  1336,GiG,2.23482,1.53979
NGC  1341,EmG,1.52003,1.37837
NGC  1350,Sy2,6.51861,3.57611
NGC  1351,GiG,3.23516,1.94659
NGC  1353,EmG,5.41916,2.28038
NGC  1355,EmG,1.60594,0.363585
NGC  1357,Sy2,3.36658,2.73703
NGC  1358,Sy2,2.335,1.75265
NGC  1359,EmG,1.87777,0.909967
NGC  1360,PN,6.4,6.4
NGC  1365,Sy1,7.56088,4.51611
NGC  1366,Sy2,2.98826,1.36862
NGC  1367,EmG,4.58542,3.23593
NGC  1376,GiG,1.6758,1.57492
NGC  1379,GiP,2.64097,2.56491
NGC  1381,GiP,3.70266,1.10709
NGC  1382,GiP,1.39544,1.30752
NGC  1385,EmG,3.1247,2.60663
NGC  1386,Sy1,4.87093,1.78666
NGC  1387,Sy2,3.2842,3.19553
NGC  1395,SyG,4.59218,3.91897
NGC  1398,GiG,6.16504,4.84942
NGC  1399,rG,6.15061,5.65487
NGC  1404,rG,4.79,3.8
NGC  1407,rG,5.24361,5.00345
NGC  1419,GiG,1.22527,1.13656
NGC  1421,EmG,6.53291,1.58423
NGC  1424,Sy2,1.4541,0.555029
NGC  1426,GiG,2.97881,2.01457
NGC  1427,GiG,3.48847,2.45868
NGC  1428,GiG,1.40931,0.802743
NGC  1433,Sy2,5.46065,4.92168
NGC  1436,GiG,3.12161,2.11832
NGC  1440,GiG,2.49152,1.94912
NGC  1460,GiG,1.77497,1.25952
NGC  1465,GiG,1.527,0.397
NGC  1466,GlC,3.5,3.5
NGC  1487,GiP,2.24047,1.53069
NGC  1493,Sy2,2.86811,2.65702
NGC  1499,HII,,
NGC  1501,PN,0.863,0.863
NGC  1507,H2G,4.86115,1.01841
NGC  1511,G,3.73991,1.30785
NGC  1512,GiP,5.74437,3.26682
NGC  1515,EmG,6.02685,1.68089
NGC  1517,AG?,0.767,0.629
NGC  1527,GiG,6.4275,2.62885
NGC  1530,AG?,4.57,2.51
NGC  1531,GiP,1.5662,1.03259
NGC  1533,EmG,3.1813,2.81704
NGC  1535,PN,0.65,0.611
NGC  1536,EmG,2.50375,1.47471
NGC  1543,EmG,4.78732,3.24772
NGC  1546,EmG,4.07442,2.37864
NGC  1553,GiP,6.08202,4.04089
NGC  1559,GiG,4.73251,2.47747
NGC  1560,GiG,9.55,1.62
NGC  1566,Sy1,5.33634,3.97717
NGC  1568,GiG,1.49223,1.16259
NGC  1569,rG,,
NGC  1579,OpC,13.4,13.4
NGC  1587,GiP,2.29542,1.76266
NGC  1590,GiG,0.613,0.515
NGC  1600,rG,3.70709,2.44297
NGC  1602,GiP,1.88179,1.05117
NGC  1606,AG?,0.61963,0.551471
NGC  1614,Sy1,1.30603,0.828413
NGC  1624,OpC,3.8,3.8
NGC  1637,Sy2,3.5725,2.87122
NGC  1651,GlC,2.7,2.7
NGC  1659,Sy2,1.49768,1.01857
NGC  1666,EmG,1.49113,1.33397
NGC  1667,Sy2,1.79335,1.32027
NGC  1672,SyG,6.81505,4.10607
NGC  1680,AG?,1.32749,0.532058
NGC  1690,GiC,0.547,0.514
NGC  1691,GiC,0.91,0.546
NGC  1699,EmG,1.04875,0.747861
NGC  1705,Sy2,1.76425,1.26391
NGC  1711,Cl*,3.5,3.3
NGC  1722,HII,1.3,1.3
NGC  1741,EmG,1.23394,0.451376
NGC  1744,LSB,6.46195,2.48785
NGC  1747,As*,,
NGC  1754,Cl*,1.6,1.6
NGC  1761,As*,,
NGC  1763,As*,,
NGC  1770,HII,8.0,7.0
NGC  1777,Cl*,2.4,2.4
NGC  1782,Cl*,1.2,1.1
NGC  1783,GlC,5.3,4.7
NGC  1786,Cl*,2.0,2.0
NGC  1787,As*,1.1,1.1
NGC  1792,Sy1,6.40474,3.05762
NGC  1795,Cl*,1.4,1.3
NGC  1796,GiG,2.08591,1.03357
NGC  1803,GiP,1.27245,0.811694
NGC  1806,GlC,2.5,2.5
NGC  1808,Sy2,9.99762,3.7881
NGC  1829,Cl*,,
NGC  1835,Cl*,2.3,2.0
NGC  1839,Cl*,1.6,1.6
NGC  1841,GlC,0.9,0.9
NGC  1846,Cl*,3.8,3.8
NGC  1847,Cl*,1.8,1.6
NGC  1850,Cl*,3.0,3.0
NGC  1851,GlC,11.0,11.0
NGC  1855,Cl*,2.3,2.3
NGC  1865,Cl*,1.4,1.4
NGC  1866,GlC,5.5,5.5
NGC  1872,Cl*,1.7,1.7
NGC  1875,IG,0.71,0.596
NGC  1879,AG?,2.1505,1.43223
NGC  1888,Sy2,1.49,0.864
NGC  1892,GiG,1.55,0.496
NGC  1893,OpC,36.0,36.0
NGC  1898,As*,1.6,1.6
NGC  1904    44,*,,
NGC  1904   153,RG*,,
NGC  1904   300,RG*,,
NGC  1909,RNe,,
NGC  1910,As*,1.54,1.54
NGC  1915,Cl*,0.6,0.55
NGC  1916,Cl*,2.1,2.1
NGC  1918,SNR,1.36,1.36
NGC  1929,Cl*,0.8,0.8
NGC  1931,OpC,13.0,13.0
NGC  1942,Cl*,1.6,1.6
NGC  1947,GiG,3.24,2.88
NGC  1948,As*,3.9,3.9
NGC  1955,As*,,
NGC  1961,LIN,4.17,2.95
NGC  1966,Cl*,1.1,1.0
NGC  1977,OpC,,
NGC  1978,GlC,4.0,2.7
NGC  1981,OpC,,
NGC  1984,Cl*,1.5,1.2
NGC  2004,Cl*,3.0,2.8
NGC  2011,Cl*,1.0,1.0
NGC  2015,As*,1.0,0.9
NGC  2018,As*,,
NGC  2022,PN,0.30681834,0.304675
NGC  2023,RNe,,
NGC  2024,Cl*,,
NGC  2029,SNR,2.25,2.25
NGC  2030,HII,9.0,6.0
NGC  2044,As*,0.95,0.9
NGC  2056,Cl*,1.5,1.5
NGC  2058,Cl*,2.1,2.1
NGC  2067,RNe,,
NGC  2070,Cl*,3.5,3.5
NGC  2071,RNe,,
NGC  2083,Cl*,,
NGC  2099    14,*,,
NGC  2099   107,*,,
NGC  2099   178,*,,
NGC  2099   180,BS*,,
NGC  2099   350,*,,
NGC  2100,Cl*,2.5,2.5
NGC  2107,Cl*,1.7,1.7
NGC  2120,Cl*,2.14,2.14
NGC  2121,Cl*,2.7,2.2
NGC  2122,As*,6.0,5.0
NGC  2141  3240,RG*,,
NGC  2141  4023,*,,
NGC  2144,AG?,0.99,0.733
NGC  2146,AGN,7.97142,3.49228
NGC  2148,G,1.2265,0.980707
NGC  2154,Cl*,2.4,2.4
NGC  2156,GlC,2.1,2.1
NGC  2158,OpC,5.3,5.3
NGC  2159,GlC,1.9,1.9
NGC  2162,GlC,1.82,1.82
NGC  2168    16,SB*,,
NGC  2168    18,Pu*,,
NGC  2168    32,MS*,,
NGC  2168    52,*,,
NGC  2168    70,*,,
NGC  2168    83,*,,
NGC  2168    88,*,,
NGC  2168    98,*,,
NGC  2168   102,*,,
NGC  2168   131,*,,
NGC  2168   162,MS*,,
NGC  2168   170,*,,
NGC  2168   183,*,,
NGC  2168   198,*,,
NGC  2168   221,*,,
NGC  2168   240,*,,
NGC  2168   247,*,,
NGC  2168   259,*,,
NGC  2168   273,*,,
NGC  2168   300,Pu*,,
NGC  2168   324,*,,
NGC  2168   360,*,,
NGC  2168   388,*,,
NGC  2168   389,Pu*,,
NGC  2168   397,*,,
NGC  2168   414,*,,
NGC  2168   418,*,,
NGC  2168   439,Pu*,,
NGC  2168   463,*,,
NGC  2168   472,*,,
NGC  2168   498,*,,
NGC  2168   507,Pu*,,
NGC  2168   513,Pu*,,
NGC  2168   610,Pu*,,
NGC  2168   636,*,,
NGC  2168   637,*,,
NGC  2168   638,*,,
NGC  2168   654,*,,
NGC  2168   661,*,,
NGC  2168   665,Pu*,,
NGC  2168   671,MS*,,
NGC  2168   674,Ro*,,
NGC  2168   685,*,,
NGC  2168   689,*,,
NGC  2168   693,*,,
NGC  2168   701,Pu*,,
NGC  2173,GlC,2.6,2.6
NGC  2175,OpC,,
NGC  2183,RNe,1.51,0.93
NGC  2188,EmG,7.56109,1.44341
NGC  2194,OpC,9.0,9.0
NGC  2200,EmG,0.95162,0.753873
NGC  2207,AG?,,
NGC  2217,Sy2,4.9,4.37
NGC  2223,GiG,1.46,1.256
NGC  2233,GiG,0.65,0.26
NGC  2243,OpC,5.5,5.5
NGC  2243  4301,*,,
NGC  2244,OpC,88.0,88.0
NGC  2244   194,Y*O,,
NGC  2247,RNe,,
NGC  2257,Cl*,4.0,4.0
NGC  2264,OpC,240.0,240.0
NGC  2264     8,*,,
NGC  2264    23,TT*,,
NGC  2264    81,TT*,,
NGC  2264   102,TT*,,
NGC  2264   104,Y*O,,
NGC  2264   118,Y*O,,
NGC  2264   119,Ce*,,
NGC  2264   140B,TT*,,
NGC  2264   147,**,,
NGC  2264   162,TT*,,
NGC  2264   181,Y*O,,
NGC  2264   191,Or*,,
NGC  2264   192,*,,
NGC  2264   209,Y*O,,
NGC  2264   216,El*,,
NGC  2264   218,*,,
NGC  2264   234,*,,
NGC  2268,GiG,1.577,0.946
NGC  2276,AG?,1.243,1.069
NGC  2280,EmG,6.03,2.75
NGC  2287     7,*,,
NGC  2287     9,SB*,,
NGC  2287    18,*,,
NGC  2287    22,*,,
NGC  2287    33,*,,
NGC  2287    66,*,,
NGC  2294,GiG,1.10029,0.482587
NGC  2297,GiG,0.953,0.496
NGC  2298,GlC,9.6,9.6
NGC  2300,AG?,,
NGC  2316,Cl*,,
NGC  2330,GiC,0.42,0.26
NGC  2332,Bla,1.01,0.667
NGC  2336,GiP,4.80228,3.39137
NGC  2339,H2G,1.457,1.253
NGC  2343    17,*,,
NGC  2343    21,*,,
NGC  2343    23,*,,
NGC  2343    42,*,,
NGC  2343    50,*,,
NGC  2344,G,2.27885,2.08332
NGC  2346,PN,0.91,0.91
NGC  2347,LIN,1.92962,1.20486
NGC  2359,HII,,
NGC  2360     2,*,,
NGC  2360     4,*,,
NGC  2360     9,*,,
NGC  2360    31,*,,
NGC  2360    51,SB*,,
NGC  2360    52,SB*,,
NGC  2360    78,Pu*,,
NGC  2360    88,*,,
NGC  2360    89,*,,
NGC  2360    99,*,,
NGC  2362    37,Y*O,,
NGC  2362    41,Y*O,,
NGC  2362    43,Y*O,,
NGC  2363,AG?,1.862,1.258
NGC  2363A,HII,,
NGC  2366,H2G,6.66503,2.3201
NGC  2371,PN,0.727,0.727
NGC  2375,G,1.02802,0.777695
NGC  2376,AG?,0.723067,0.537239
NGC  2387,G,0.479373,0.462068
NGC  2388,AGN,1.35321,0.749676
NGC  2392,PN,0.33549997,0.33528835
NGC  2393,AG?,1.14124,0.722861
NGC  2397,Sy1,1.643,0.887
NGC  2403,AGN,10.154,5.93199
NGC  2405,AG?,0.816237,0.520514
NGC  2416,AG?,0.533,0.459
NGC  2419,GlC,4.1,4.1
NGC  2420,OpC,6.4,6.4
NGC  2420    17,Pe*,,
NGC  2420   115,*,,
NGC  2420   174,HB*,,
NGC  2420   233,*,,
NGC  2420   236,HB*,,
NGC  2420   250,SB*,,
NGC  2424,LIN,4.22961,0.752025
NGC  2437,OpC,25.3,25.3
NGC  2438,PN,1.173,1.173
NGC  2439    45,*,,
NGC  2439    49,*,,
NGC  2439    76,*,,
NGC  2439    77,*,,
NGC  2439    83,*,,
NGC  2439   100,*,,
NGC  2439   106,*,,
NGC  2439   114,*,,
NGC  2439   129,*,,
NGC  2439   137,*,,
NGC  2439   156,*,,
NGC  2439   158,*,,
NGC  2439   175,*,,
NGC  2439   192,*,,
NGC  2439   196,*,,
NGC  2439   197,*,,
NGC  2439   272,*,,
NGC  2439   290,*,,
NGC  2439   298,*,,
NGC  2440,PN,0.36363664,0.34045
NGC  2442,LIN,5.13,3.72
NGC  2444,AG?,0.413,0.306
NGC  2445,GiP,2.18966,1.36438
NGC  2452,PN,0.3053033,0.30485168
NGC  2460,AGN,2.3233,1.68811
NGC  2467    39,*,,
NGC  2476,GiG,1.5441,1.03177
NGC  2477,OpC,18.0,18.0
NGC  2477  5268,*,,
NGC  2481,GiP,1.75483,0.814417
NGC  2484,Sy2,1.84463,1.20418
NGC  2498,AG?,1.31843,0.891652
NGC  2500,GiG,2.71447,2.71447
NGC  2506  2111,*,,
NGC  2506  3255,RB?,,
NGC  2508,LIN,1.99641,1.40068
NGC  2512,GiG,1.51615,1.00854
NGC  2523,AG?,2.57344,1.88813
NGC  2529,GiG,1.26856,1.03527
NGC  2532,AG?,1.56583,1.51212
NGC  2534,LIN,1.39644,1.24367
NGC  2535,GiG,1.99561,1.30693
NGC  2549,AG?,6.17932,2.01755
NGC  2552,EmG,2.64594,1.58016
NGC  2554,Sy2,2.28039,1.88383
NGC  2558,LIN,1.66452,1.17781
NGC  2559,GiG,3.8,1.82
NGC  2562,LIN,1.31933,0.855192
NGC  2563,GiG,2.34086,1.64141
NGC  2566,GiG,3.72,2.34
NGC  2567    14,*,,
NGC  2567    20,*,,
NGC  2567    37,*,,
NGC  2567    43,*,,
NGC  2567    48,*,,
NGC  2567    49,*,,
NGC  2567    52,*,,
NGC  2567    58,*,,
NGC  2567    60,*,,
NGC  2567    64,*,,
NGC  2567    70,*,,
NGC  2567    78,*,,
NGC  2567    79,*,,
NGC  2567    83,*,,
NGC  2567    93,*,,
NGC  2567    94,*,,
NGC  2567    96,*,,
NGC  2567    97,*,,
NGC  2567   101,*,,
NGC  2567   103,*,,
NGC  2567   105,*,,
NGC  2567   126,*,,
NGC  2567   130,*,,
NGC  2567   168,*,,
NGC  2567   172,*,,
NGC  2567   178,*,,
NGC  2610,PN,0.573,0.573
NGC  2613,Sy2,7.59,1.7
NGC  2632,OpC,118.2,118.2
NGC  2633,GiG,2.24508,1.45324
NGC  2636,GiG,0.568683,0.559926
NGC  2639,Sy2,2.69703,1.53299
NGC  2650,Sy2,1.73521,1.09579
NGC  2655,Sy2,5.01769,4.03774
NGC  2669,OpC,14.2,14.2
NGC  2681,LIN,3.54955,3.10053
NGC  2682,OpC,25.0,25.0
NGC  2682    16,BS?,,
NGC  2682    22,SB*,,
NGC  2682    24,SB*,,
NGC  2682    27,*,,
NGC  2682    28,SB*,,
NGC  2682    39,SB*,,
NGC  2682    48,RB?,,
NGC  2682    51,SB*,,
NGC  2682    54,Pe*,,
NGC  2682    55,BS*,,
NGC  2682    70,*,,
NGC  2682    83,*,,
NGC  2682    84,HB*,,
NGC  2682    89,*,,
NGC  2682    90,BS*,,
NGC  2682    97,*,,
NGC  2682    98,SB*,,
NGC  2682   104,RG*,,
NGC  2682   105,RG*,,
NGC  2682   106,*,,
NGC  2682   107,*,,
NGC  2682   108,RG*,,
NGC  2682   115,Pe*,,
NGC  2682   119,RS*,,
NGC  2682   120,RS*,,
NGC  2682   124,BS*,,
NGC  2682   127,*,,
NGC  2682   130,BS*,,
NGC  2682   132,*,,
NGC  2682   135,RG*,,
NGC  2682   140,*,,
NGC  2682   141,HB*,,
NGC  2682   143,SB*,,
NGC  2682   147,RS*,,
NGC  2682   149,SB*,,
NGC  2682   150,*,,
NGC  2682   152,*,,
NGC  2682   153,BS*,,
NGC  2682   155,*,,
NGC  2682   157,*,,
NGC  2682   159,*,,
NGC  2682   171,*,,
NGC  2682   174,*,,
NGC  2682   175,*,,
NGC  2682   181,*,,
NGC  2682   182,*,,
NGC  2682   185,BS*,,
NGC  2682   188,BS*,,
NGC  2682   195,SB*,,
NGC  2682   201,SB*,,
NGC  2682   202,SB*,,
NGC  2682   213,*,,
NGC  2682   216,SB*,,
NGC  2682   225,*,,
NGC  2682   233,*,,
NGC  2682   241,*,,
NGC  2682   243,Pe*,,
NGC  2682   244,RG*,,
NGC  2682   259,SB*,,
NGC  2682   265,*,,
NGC  2683,AGN,8.71,2.57
NGC  2685,Sy2,3.10252,1.84321
NGC  2692,LIN,1.50049,0.660366
NGC  2701,AG?,1.91787,1.30166
NGC  2713,SyG,5.49448,2.0868
NGC  2715,GiG,4.86828,2.35187
NGC  2719,GiP,1.58863,0.359983
NGC  2732,GiP,1.477,0.502
NGC  2748,GiG,3.17662,1.2716
NGC  2763,Sy2,0.92,0.791
NGC  2767,GiG,0.875137,0.699409
NGC  2768,SyG,6.76,2.95
NGC  2770,GiG,4.75237,1.20615
NGC  2775,AG?,4.86015,3.91194
NGC  2782,Sy2,2.17965,1.9521
NGC  2785,rG,1.86065,0.670577
NGC  2792,PN,0.35,0.315
